xn=1,yn=1
71.406714,-0.214067
25.842258,0.241577
68.228682,-0.182287
20.692207,0.293078
54.679547,-0.046795
34.980350,0.150197
9.652097,0.403437
80.065801,-0.298950
74.011740,-0.240117
62.759628,-0.127596
34.431344,0.155687
57.686577,-0.076866
45.562456,0.044375
36.597366,0.134026
6.405064,0.389490
55.977560,-0.059776
5.659057,0.361610
63.369634,-0.133696
92.126921,-0.443974
0.692007,-0.313353
72.582726,-0.225827
22.129221,0.278708
76.850769,-0.268508
97.697977,-0.788198
85.569856,-0.232884
68.970690,-0.189707
50.871509,-0.008715
91.836918,-0.435288
66.860669,-0.168607
88.016880,0.518015
27.461275,0.225387
58.927589,-0.089276
75.392754,-0.253928
11.285113,0.387149
53.459535,-0.034595
61.011610,-0.110116
87.340873,0.616628
18.426184,0.315738
97.909979,-0.808594
40.398404,0.096016
0.896009,-0.263523
18.022180,0.319778
6.450065,0.390763
99.502995,-0.981585
51.633516,-0.016335
58.237582,-0.082376
35.728357,0.142716
97.933979,-0.810941
36.074361,0.139256
55.480555,-0.054806
46.702467,0.032975
37.683377,0.123166
18.865189,0.311348
82.576826,0.671903
11.995120,0.380049
78.450785,-0.284508
21.194212,0.288058
58.656587,-0.086566
9.026090,0.408815
93.586936,-0.500893
34.808348,0.151917
82.759828,0.645986
25.596256,0.244037
95.808958,-0.631608
1.192012,-0.195250
71.839718,-0.218397
6.794068,0.399109
45.085451,0.049145
65.146651,-0.151467
27.813278,0.221867
67.550676,-0.175507
35.392354,0.146076
4.523045,0.290477
40.327403,0.096726
36.821368,0.131786
31.846318,0.181537
98.416984,-0.859811
57.519575,-0.075196
35.122351,0.148776
0.147001,-0.458015
25.461255,0.245387
18.024180,0.319758
64.627646,-0.146276
35.478355,0.145216
90.133901,-0.401429
2.537025,0.058972
88.172882,0.449924
89.450895,-0.280124
76.215762,-0.262158
60.911609,-0.109116
28.570286,0.214297
90.058901,-0.400606
16.341163,0.336588
35.228352,0.147716
83.803838,0.128160
9.186092,0.407600
30.983310,0.190167
71.159712,-0.211597
67.714677,-0.177147
64.598646,-0.145986
99.792998,-1.017013
26.954270,0.230457
26.284263,0.237157
1.869019,-0.056253
38.652387,0.113476
53.760538,-0.037605
99.642996,-0.998530
77.143771,-0.271438
39.598396,0.104016
2.323023,0.024320
77.467775,-0.274678
50.925509,-0.009255
83.299833,0.435004
52.930529,-0.029305
37.439374,0.125606
31.598316,0.184017
20.539205,0.294608
8.748087,0.410557
72.097721,-0.220977
67.078671,-0.170787
55.936559,-0.059366
15.469155,0.345308
96.122961,-0.654613
84.878849,-0.343005
29.306293,0.206937
89.758898,-0.374815
38.648386,0.113516
8.403084,0.411897
87.815878,0.582965
25.220252,0.247797
29.340293,0.206597
86.679867,0.390349
81.411814,0.286853
36.440364,0.135596
88.537885,0.246324
45.331453,0.046685
14.027140,0.359729
70.171702,-0.201717
37.451375,0.125486
32.333323,0.176667
71.189712,-0.211897
1.365014,-0.157501
6.750068,0.398173
60.494605,-0.104946
59.978600,-0.099786
0.768008,-0.294520
76.921769,-0.269218
13.360134,0.366399
18.056181,0.319438
41.646416,0.083536
45.762458,0.042375
96.064961,-0.650276
21.980220,0.280198
24.101241,0.258988
21.353214,0.286468
4.015040,0.245470
98.965990,-0.919263
35.415354,0.145846
9.032090,0.408772
17.994180,0.320058
7.996080,0.411992
46.584466,0.034155
67.527675,-0.175277
63.435634,-0.134356
4.100041,0.253625
33.156332,0.168437
49.054491,0.009455
78.678787,-0.286788
78.449784,-0.284498
22.329223,0.276708
53.997540,-0.039975
1.878019,-0.054560
42.002420,0.079976
40.340403,0.096596
8.529085,0.411527
99.325993,-0.960578
28.693287,0.213067
47.147471,0.028525
54.525545,-0.045255
32.771328,0.172287
2.108021,-0.012619
65.873659,-0.158737
15.637156,0.343628
84.041840,-0.019704
94.160942,-0.529433
29.168292,0.208317
96.167962,-0.658006
28.931289,0.210687
26.463265,0.235367
15.397154,0.346028
46.226462,0.037735
83.866839,0.088183
85.044850,-0.349655
65.888659,-0.158887
3.109031,0.141689
95.399954,-0.603374
35.524355,0.144756
9.514095,0.404744
7.189072,0.405899
41.774418,0.082256
48.993490,0.010065
47.865479,0.021345
79.419794,-0.294198
49.989500,0.000105
99.859999,-1.025378
32.954330,0.170457
17.236172,0.327638
58.000580,-0.080006
35.114351,0.148856
53.094531,-0.030945
30.782308,0.192177
70.311703,-0.203117
67.084671,-0.170847
60.289603,-0.102896
57.149571,-0.071496
29.446294,0.205537
86.163862,0.084345
86.387864,0.222311
40.617406,0.093826
45.333453,0.046665
98.031980,-0.820602
46.256463,0.037435
0.000000,-0.500000
24.350244,0.256498
84.456845,-0.232552
77.749777,-0.277498
16.129161,0.338708
30.401304,0.195987
81.125811,0.111028
53.560536,-0.035605
10.322103,0.396779
74.496745,-0.244967
89.783898,-0.379516
21.422214,0.285778
50.971510,-0.009715
16.659167,0.333408
44.636446,0.053636
25.759258,0.242407
22.787228,0.272128
55.182552,-0.051826
68.671687,-0.186717
18.154182,0.318458
29.390294,0.206097
47.288473,0.027115
56.378564,-0.063786
9.451095,0.405324
59.485595,-0.094856
27.554276,0.224457
97.985980,-0.816051
44.321443,0.056786
78.180782,-0.281808
86.444864,0.256768
37.248372,0.127516
98.763988,-0.896896
97.774978,-0.795537
61.134611,-0.111346
68.176682,-0.181767
88.680887,0.156562
25.866259,0.241337
14.653147,0.353469
36.566366,0.134336
73.976740,-0.239767
80.035800,-0.299852
66.534665,-0.165347
47.438474,0.025615
88.118881,0.475073
31.350314,0.186497
17.569176,0.324308
90.980910,-0.414624
49.805498,0.001945
50.184502,-0.001845
67.947679,-0.179477
33.300333,0.166997
25.293253,0.247067
71.952720,-0.219527
15.027150,0.349728
38.232382,0.117676
89.668897,-0.354030
14.774148,0.352259
25.906259,0.240937
16.760168,0.332398
48.288483,0.017115
26.701267,0.232987
51.255513,-0.012555
36.415364,0.135846
41.225412,0.087746
71.574716,-0.215747
51.054511,-0.010545
34.277343,0.157227
8.965090,0.409241
69.121691,-0.191217
64.137641,-0.141376
67.600676,-0.176007
92.507925,-0.456693
45.033450,0.049665
50.126501,-0.001265
38.566386,0.114336
94.157942,-0.529274
71.464715,-0.214647
55.754558,-0.057546
85.212852,-0.334349
71.313713,-0.213137
99.368994,-0.965638
17.488175,0.325118
44.523445,0.054766
10.709107,0.392909
90.341903,-0.404004
63.502635,-0.135026
16.695167,0.333048
85.909859,-0.066367
48.156482,0.018435
64.866649,-0.148666
35.797358,0.142026
56.451565,-0.064516
46.709467,0.032905
88.736887,0.120870
21.235212,0.287648
90.915909,-0.413356
15.110151,0.348898
51.653517,-0.016535
19.199192,0.308008
57.090571,-0.070906
64.467645,-0.144676
40.667407,0.093326
85.792858,-0.129620
3.436034,0.182827
76.730767,-0.267308
84.025840,-0.010124
6.210062,0.383462
4.482045,0.287170
49.915499,0.000845
94.596946,-0.553503
39.508395,0.104916
57.495575,-0.074956
13.179132,0.368209
94.072941,-0.524827
42.233422,0.077666
54.816548,-0.048165
61.485615,-0.114856
61.763618,-0.117636
66.501665,-0.165017
67.595676,-0.175957
91.213912,-0.419516
49.345493,0.006545
92.314923,-0.450063
99.122991,-0.937050
66.899669,-0.168997
18.290183,0.317098
42.968430,0.070316
94.765948,-0.563397
11.926119,0.380739
69.163692,-0.191637
11.934119,0.380659
3.653037,0.207789
45.102451,0.048975
94.863949,-0.569280
1.401014,-0.149841
9.571096,0.404210
80.050801,-0.299490
34.147341,0.158527
87.059871,0.554856
37.268373,0.127316
97.709977,-0.789337
10.881109,0.391189
67.225672,-0.172257
76.583766,-0.265838
38.243382,0.117566
23.697237,0.263028
33.373334,0.166267
61.883619,-0.118836
23.431234,0.265688
86.631866,0.364512
76.214762,-0.262148
12.587126,0.374129
89.280893,-0.202180
20.443204,0.295568
40.488405,0.095116
23.875239,0.261248
45.178452,0.048215
46.432464,0.035675
85.728857,-0.161823
69.143691,-0.191437
12.452125,0.375479
58.320583,-0.083206
15.166152,0.348338
76.429764,-0.264298
74.666747,-0.246667
6.393064,0.389143
66.075661,-0.160757
17.207172,0.327928
81.659817,0.429665
42.926429,0.070736
26.087261,0.239127
51.488515,-0.014885
36.854369,0.131456
31.907319,0.180927
53.743537,-0.037435
51.209512,-0.012095
97.589976,-0.778034
53.430534,-0.034305
96.726967,-0.702192
67.480675,-0.174807
62.811628,-0.128116
88.841888,0.053974
19.196192,0.308038
22.233222,0.277668
98.302983,-0.847991
43.454435,0.065456
28.612286,0.213877
15.403154,0.345968
45.690457,0.043095
37.842378,0.121576
48.704487,0.012955
14.334143,0.356659
38.980390,0.110196
15.393154,0.346068
83.776838,0.145372
18.346183,0.316538
35.750358,0.142496
76.570766,-0.265708
5.426054,0.350048
52.867529,-0.028675
11.177112,0.388229
57.139571,-0.071396
64.975650,-0.149756
38.313383,0.116866
56.389564,-0.063896
56.345563,-0.063456
21.187212,0.288128
21.961220,0.280388
98.817988,-0.902819
36.464365,0.135356
60.476605,-0.104766
90.709907,-0.409620
91.392914,-0.423646
40.374404,0.096256
20.468205,0.295318
93.909939,-0.516516
62.181622,-0.121816
13.215132,0.367849
43.155432,0.068446
65.081651,-0.150817
35.740357,0.142596
9.068091,0.408510
94.851949,-0.568554
37.149371,0.128506
49.987500,0.000125
67.760678,-0.177607
19.483195,0.305168
29.598296,0.204017
13.823138,0.361769
27.385274,0.226147
21.384214,0.286158
13.946139,0.360539
55.246552,-0.052466
70.098701,-0.200987
25.451255,0.245487
3.579036,0.199481
31.654317,0.183457
41.428414,0.085716
48.649486,0.013505
95.228952,-0.592143
60.602606,-0.106026
51.132511,-0.011325
35.375354,0.146246
3.274033,0.162986
88.822888,0.066038
79.108791,-0.291088
52.546525,-0.025465
99.854999,-1.024752
14.328143,0.356719
45.646456,0.043535
85.937859,-0.050512
79.283793,-0.292838
98.930989,-0.915346
45.001450,0.049985
67.239672,-0.172397
59.383594,-0.093836
29.469295,0.205307
6.124061,0.380532
48.841488,0.011585
61.784618,-0.117846
39.817398,0.101826
54.738547,-0.047385
45.478455,0.045215
13.848138,0.361519
90.607906,-0.407927
86.016860,-0.004568
36.894369,0.131056
89.358894,-0.239915
30.933309,0.190667
85.008850,-0.350058
1.278013,-0.176288
89.542895,-0.315184
21.665217,0.283348
34.896349,0.151037
88.819888,0.067945
83.705837,0.190676
92.153922,-0.444826
56.752568,-0.067526
98.713987,-0.891449
50.582506,-0.005825
57.877579,-0.078776
99.572996,-0.990021
22.189222,0.278108
17.302173,0.326978
45.907459,0.040925
38.191382,0.118086
48.132481,0.018675
53.608536,-0.036085
28.035280,0.219647
80.757808,-0.097488
93.503935,-0.497058
80.988810,0.028932
3.219032,0.156010
98.468985,-0.865262
35.125351,0.148746
66.470665,-0.164707
70.805708,-0.208057
62.914629,-0.129146
95.907959,-0.638735
60.504605,-0.105046
66.402664,-0.164027
65.314653,-0.153147
43.510435,0.064896
16.549165,0.334508
12.273123,0.377269
95.984960,-0.644359
20.081201,0.299188
99.718997,-1.007852
33.591336,0.164087
54.095541,-0.040955
3.587036,0.200389
24.528245,0.254718
85.001850,-0.350017
31.845318,0.181547
42.931429,0.070686
56.938569,-0.069386
73.158732,-0.231587
46.588466,0.034115
67.072671,-0.170727
85.446854,-0.277688
11.872119,0.381279
67.013670,-0.170137
97.603976,-0.779343
17.706177,0.322938
36.343363,0.136566
41.711417,0.082886
9.280093,0.406826
77.845778,-0.278458
56.469565,-0.064696
67.006670,-0.170067
61.688617,-0.116886
12.349123,0.376509
97.494975,-0.769220
15.327153,0.346728
96.571966,-0.689559
73.008730,-0.230087
29.232292,0.207677
84.555846,-0.269679
31.974320,0.180257
86.720867,0.411682
59.184592,-0.091846
8.081081,0.412123
56.557566,-0.065576
98.901989,-0.912114
85.669857,-0.189772
4.469045,0.286110
56.519565,-0.065196
92.365924,-0.451778
49.291493,0.007085
0.020000,-0.494212
77.580776,-0.275808
31.941319,0.180587
94.039940,-0.523121
69.593696,-0.195937
64.837648,-0.148376
32.027320,0.179727
51.236512,-0.012365
39.495395,0.105046
50.091501,-0.000915
48.343483,0.016565
53.991540,-0.039915
52.460525,-0.024605
21.004210,0.289958
28.926289,0.210737
78.813788,-0.288138
60.144601,-0.101446
1.963020,-0.038763
98.286983,-0.846346
76.240762,-0.262408
63.689637,-0.136896
84.682847,-0.307642
86.633866,0.365606
75.602756,-0.256028
70.817708,-0.208177
35.263353,0.147366
68.781688,-0.187817
12.513125,0.374869
84.990850,-0.349875
19.322193,0.306778
59.458595,-0.094586
5.322053,0.344411
4.785048,0.310325
58.780588,-0.087806
99.714997,-1.007359
8.552086,0.411444
87.490875,0.625058
26.556266,0.234437
15.781158,0.342188
50.216502,-0.002165
91.955920,-0.438748
48.498485,0.015015
52.155522,-0.021555
61.759618,-0.117596
77.129771,-0.271298
77.374774,-0.273748
21.103211,0.288968
44.883449,0.051166
14.001140,0.359989
97.126971,-0.736172
93.792938,-0.510728
84.849848,-0.339624
6.212062,0.383528
43.278433,0.067216
16.530165,0.334698
16.960170,0.330398
92.087921,-0.442756
76.555766,-0.265558
96.563966,-0.688915
15.033150,0.349668
71.659717,-0.216597
90.961910,-0.414249
31.709317,0.182907
31.262313,0.187377
33.077331,0.169227
31.020310,0.189797
3.338033,0.170950
79.101791,-0.291018
23.036230,0.269638
6.701067,0.397087
49.856499,0.001435
33.382334,0.166177
79.145791,-0.291458
72.898729,-0.228987
32.046320,0.179537
75.562756,-0.255628
21.271213,0.287288
26.694267,0.233057
91.442914,-0.424857
32.850329,0.171497
65.689657,-0.156897
73.947739,-0.239477
62.196622,-0.121966
43.170432,0.068296
50.990510,-0.009905
89.915899,-0.396369
24.597246,0.254028
40.954410,0.090456
16.954170,0.330458
78.819788,-0.288198
11.499115,0.385009
70.349703,-0.203497
37.620376,0.123796
71.852719,-0.218527
26.219262,0.237807
61.245612,-0.112456
86.671867,0.386106
71.385714,-0.213857
45.421454,0.045785
41.182412,0.088176
13.072131,0.369279
26.212262,0.237877
86.665867,0.382906
90.170902,-0.401855
39.634396,0.103656
77.752778,-0.277528
9.349093,0.406233
6.010060,0.376381
1.146011,-0.205552
12.477125,0.375229
39.442394,0.105576
57.543575,-0.075436
95.880959,-0.636780
56.760568,-0.067606
58.822588,-0.088226
31.370314,0.186297
27.673277,0.223267
13.638136,0.363619
3.239032,0.158561
13.871139,0.361289
7.959080,0.411908
56.336563,-0.063366
62.727627,-0.127276
1.783018,-0.072631
99.025990,-0.926019
2.509025,0.054556
81.783818,0.492974
78.978790,-0.289788
68.154682,-0.181547
56.248562,-0.062486
78.480785,-0.284808
53.143531,-0.031435
31.361314,0.186387
78.835788,-0.288358
25.078251,0.249217
48.657487,0.013425
33.537335,0.164627
17.913179,0.320868
46.524465,0.034755
1.357014,-0.159212
49.243492,0.007565
77.485775,-0.274858
23.791238,0.262088
84.917849,-0.346517
93.540935,-0.498758
47.973480,0.020265
95.811958,-0.631822
7.767078,0.411196
92.202922,-0.446392
93.085931,-0.478853
29.863299,0.201367
80.540805,-0.194321
82.887829,0.612908
81.710817,0.456519
44.599446,0.054006
68.218682,-0.182187
12.717127,0.372829
81.901819,0.546248
17.559176,0.324408
33.578336,0.164217
76.435764,-0.264358
15.978160,0.340218
94.629946,-0.555410
23.057231,0.269428
99.798998,-1.017759
66.378664,-0.163787
9.617096,0.403773
38.100381,0.118996
14.458145,0.355419
49.871499,0.001285
89.075891,-0.089846
31.296313,0.187037
74.127741,-0.241277
59.440594,-0.094406
96.127961,-0.654989
89.269893,-0.196611
63.350634,-0.133506
69.493695,-0.194937
76.272763,-0.262728
28.037280,0.219627
34.159342,0.158407
74.546745,-0.245467
57.042570,-0.070426
75.540755,-0.255408
71.051711,-0.210517
46.810468,0.031895
2.430024,0.041906
39.058391,0.109416
28.461285,0.215387
32.564326,0.174357
14.361144,0.356389
74.276743,-0.242767
69.740697,-0.197407
95.512955,-0.610981
61.581616,-0.115816
86.557866,0.323070
54.103541,-0.041035
90.646906,-0.408562
65.490655,-0.154907
64.483645,-0.144836
26.633266,0.233667
26.416264,0.235837
33.474335,0.165257
65.505655,-0.155057
54.761548,-0.047615
11.089111,0.389109
72.250723,-0.222507
92.753928,-0.465700
67.679677,-0.176797
5.890059,0.371676
4.965050,0.322710
83.300833,0.434463
0.012000,-0.496524
9.323093,0.406459
48.184482,0.018155
31.838318,0.181617
2.013020,-0.029634
89.819898,-0.385448
75.376754,-0.253768
3.139031,0.145644
58.343583,-0.083436
31.447314,0.185527
48.418484,0.015815
82.452825,0.674593
94.225942,-0.532889
90.010900,-0.400110
14.078141,0.359219
87.351874,0.617844
62.389624,-0.123896
86.820868,0.460495
17.114171,0.328858
84.729847,-0.318762
71.841718,-0.218417
36.063361,0.139366
32.604326,0.173957
1.714017,-0.086035
98.606986,-0.879909
89.022890,-0.058350
4.560046,0.293414
91.593916,-0.428669
67.627676,-0.176277
11.411114,0.385889
60.944609,-0.109446
8.418084,0.411860
79.734797,-0.297348
93.970940,-0.519593
11.134111,0.388659
32.451325,0.175487
65.975660,-0.159757
24.229242,0.257708
39.573396,0.104266
28.333283,0.216667
44.452445,0.055476
38.326383,0.116736
33.774338,0.162257
47.134471,0.028655
1.438014,-0.142039
23.382234,0.266178
38.106381,0.118936
18.545185,0.314548
59.570596,-0.095706
18.692187,0.313078
16.117161,0.338828
29.252293,0.207477
26.871269,0.231287
36.193362,0.138066
47.250473,0.027495
78.795788,-0.287958
63.865639,-0.138656
59.061591,-0.090616
88.358884,0.352382
73.068731,-0.230687
98.843988,-0.905685
57.976580,-0.079766
31.705317,0.182947
86.881869,0.487773
65.374654,-0.153747
63.184632,-0.131846
50.561506,-0.005615
93.253933,-0.485948
50.400504,-0.004005
39.024390,0.109756
21.253213,0.287468
5.438054,0.350679
38.525385,0.114746
40.243402,0.097566
42.817428,0.071826
2.769028,0.094224
24.425244,0.255748
74.288743,-0.242887
10.793108,0.392069
37.243372,0.127566
87.336873,0.616163
32.892329,0.171077
60.497605,-0.104976
76.839768,-0.268398
38.156382,0.118436
9.194092,0.407536
18.513185,0.314868
23.543235,0.264568
56.803568,-0.068036
36.246362,0.137536
56.998570,-0.069986
31.417314,0.185827
81.748817,0.475803
44.548445,0.054516
26.812268,0.231877
85.047850,-0.349575
78.831788,-0.288318
78.621786,-0.286218
0.249002,-0.429634
81.126811,0.111639
16.832168,0.331678
32.477325,0.175227
27.307273,0.226927
54.674547,-0.046745
25.156252,0.248437
53.554536,-0.035545
60.518605,-0.105186
86.815868,0.458172
75.629756,-0.256298
96.669967,-0.697512
92.298923,-0.449531
91.026910,-0.415546
86.830868,0.465104
11.321113,0.386789
28.331283,0.216687
67.903679,-0.179037
17.043170,0.329568
78.879789,-0.288798
36.535365,0.134646
56.728567,-0.067286
10.193102,0.398069
73.622736,-0.236227
23.338233,0.266618
53.619536,-0.036195
97.189972,-0.741707
30.443304,0.195567
78.084781,-0.280848
19.859199,0.301408
35.318353,0.146816
75.585756,-0.255858
1.129011,-0.209388
74.599746,-0.245997
29.983300,0.200167
5.780058,0.367051
54.608546,-0.046085
22.337223,0.276628
54.157542,-0.041575
39.057391,0.109426
50.934509,-0.009345
91.421914,-0.424345
39.936399,0.100636
77.801778,-0.278018
40.456405,0.095436
66.977670,-0.169777
42.949429,0.070506
65.122651,-0.151227
62.075621,-0.120756
53.186532,-0.031865
44.009440,0.059906
16.473165,0.335268
52.188522,-0.021885
93.808938,-0.511511
86.299863,0.168311
73.644736,-0.236447
20.290203,0.297098
10.082101,0.399179
80.270803,-0.274035
11.028110,0.389719
60.297603,-0.102976
83.972840,0.022080
17.693177,0.323068
32.985330,0.170147
19.098191,0.309018
9.173092,0.407704
51.386514,-0.013865
19.782198,0.302178
87.599876,0.620068
72.268723,-0.222687
73.372734,-0.233727
5.870059,0.370857
77.054771,-0.270548
39.292393,0.107076
56.083561,-0.060836
28.626286,0.213737
98.654987,-0.885066
81.579816,0.385549
33.037330,0.169627
55.755558,-0.057556
86.292863,0.163990
94.176942,-0.530279
3.922039,0.236250
54.901549,-0.049015
20.276203,0.297238
97.807978,-0.798707
32.463325,0.175367
90.266903,-0.403025
73.472735,-0.234727
37.074371,0.129256
42.851429,0.071486
29.875299,0.201247
39.523395,0.104766
23.676237,0.263238
86.901869,0.496269
11.328113,0.386719
75.094751,-0.250948
28.571286,0.214287
88.909889,0.011114
94.843948,-0.568071
0.744007,-0.300432
88.205882,0.433797
10.108101,0.398919
49.788498,0.002115
85.264853,-0.325210
40.800408,0.091996
18.500185,0.314998
71.943719,-0.219437
10.685107,0.393149
17.168172,0.328318
5.001050,0.325068
97.717977,-0.790097
70.973710,-0.209737
70.117701,-0.201177
7.237072,0.406538
55.540555,-0.055406
4.852049,0.315052
27.578276,0.224217
95.983960,-0.644285
92.613926,-0.460497
63.590636,-0.135906
57.672577,-0.076726
63.926639,-0.139266
16.666167,0.333338
87.741877,0.599662
72.347723,-0.223477
94.947949,-0.574408
93.140931,-0.481143
8.427084,0.411838
7.686077,0.410750
36.230362,0.137696
24.295243,0.257048
10.053101,0.399469
7.553076,0.409818
51.147511,-0.011475
65.390654,-0.153907
20.219202,0.297808
53.853539,-0.038535
33.809338,0.161907
42.275423,0.077246
75.834758,-0.258348
53.567536,-0.035675
66.304663,-0.163047
12.444124,0.375559
73.221732,-0.232217
37.791378,0.122086
6.937069,0.401894
20.318203,0.296818
78.283783,-0.282838
79.428794,-0.294288
59.114591,-0.091146
19.723197,0.302768
2.145021,-0.006108
65.670657,-0.156707
65.618656,-0.156187
90.078901,-0.400820
50.078501,-0.000785
83.245832,0.463549
10.643106,0.393569
48.492485,0.015075
39.144391,0.108556
76.469765,-0.264698
64.777648,-0.147776
11.900119,0.380999
55.065551,-0.050656
19.738197,0.302618
8.280083,0.412111
49.224492,0.007755
94.288943,-0.536283
83.732837,0.173454
74.705747,-0.247057
22.282223,0.277178
4.802048,0.311538
32.023320,0.179767
20.057201,0.299428
26.627266,0.233727
54.683547,-0.046835
92.227922,-0.447200
46.636466,0.033635
90.796908,-0.411146
62.708627,-0.127086
29.883299,0.201167
30.721307,0.192787
81.486815,0.331741
50.454505,-0.004545
70.994710,-0.209947
2.362024,0.030790
56.439564,-0.064396
71.075711,-0.210757
56.160562,-0.061606
54.192542,-0.041925
74.098741,-0.240987
59.287593,-0.092876
35.585356,0.144146
90.628906,-0.408267
90.113901,-0.401204
25.788258,0.242117
50.843508,-0.008435
15.730157,0.342698
54.099541,-0.040995
53.817538,-0.038175
1.067011,-0.223507
50.960510,-0.009605
5.435054,0.350522
78.961790,-0.289618
3.572036,0.198684
43.624436,0.063756
13.420134,0.365799
33.485335,0.165147
63.887639,-0.138876
81.834818,0.516910
20.115201,0.298848
21.362214,0.286378
50.914509,-0.009145
66.453665,-0.164537
4.569046,0.294122
78.593786,-0.285938
56.580566,-0.065806
88.996890,-0.042618
29.472295,0.205277
66.697667,-0.166977
21.726217,0.282738
26.404264,0.235957
75.416754,-0.254168
62.518625,-0.125186
58.101581,-0.081016
50.315503,-0.003155
94.438944,-0.544539
95.129951,-0.585793
79.802798,-0.298028
75.104751,-0.251048
69.426694,-0.194267
44.953450,0.050466
13.159132,0.368409
45.666457,0.043335
50.055501,-0.000555
63.786638,-0.137866
22.804228,0.271958
73.892739,-0.238927
89.988900,-0.399840
36.857369,0.131426
0.649006,-0.324151
85.830858,-0.109654
33.109331,0.168907
33.545335,0.164547
54.510545,-0.045105
3.640036,0.206345
46.448464,0.035515
56.266563,-0.062666
7.148071,0.405323
56.980570,-0.069806
69.949699,-0.199497
25.993260,0.240067
17.962180,0.320378
91.517915,-0.426722
91.673917,-0.430782
44.819448,0.051806
34.976350,0.150237
92.797928,-0.467377
87.153872,0.581905
69.239692,-0.192397
45.969460,0.040305
66.956670,-0.169567
14.269143,0.357309
8.813088,0.410197
83.593836,0.261554
96.506965,-0.684349
47.348473,0.026515
50.754508,-0.007545
96.258963,-0.664941
54.576546,-0.045765
43.811438,0.061886
9.876099,0.401237
74.756748,-0.247567
41.707417,0.082926
84.055841,-0.028028
55.821558,-0.058216
9.795098,0.402040
6.359064,0.388144
70.482705,-0.204827
6.142061,0.381159
51.126511,-0.011265
73.019730,-0.230197
95.247952,-0.593374
89.432894,-0.272646
81.896819,0.544145
6.271063,0.385439
10.889109,0.391109
78.542785,-0.285428
33.647336,0.163527
91.877919,-0.436464
70.839708,-0.208397
11.772118,0.382279
30.815308,0.191847
56.338563,-0.063386
26.495265,0.235047
14.017140,0.359829
4.939049,0.320982
83.256833,0.457840
56.955570,-0.069556
26.032260,0.239677
39.911399,0.100886
75.989760,-0.259898
91.617916,-0.429296
25.852259,0.241477
26.452265,0.235477
27.589276,0.224107
9.106091,0.408225
61.445614,-0.114456
8.825088,0.410127
26.289263,0.237107
71.610716,-0.216107
35.761358,0.142386
33.503335,0.164967
67.025670,-0.170257
30.693307,0.193067
18.516185,0.314838
74.519745,-0.245197
61.119611,-0.111196
51.251513,-0.012515
83.522835,0.305573
54.812548,-0.048125
69.784698,-0.197847
78.391784,-0.283918
62.912629,-0.129126
79.462795,-0.294628
89.827898,-0.386631
